ID,Course,Semester,Final Grade
231213132,Algorithms,2018B,92
321112313,Linear algebra 1,2019A,43
132213223,Calculus 1,2019A,68
322212323,Calculus 1,2020A,67
222313322,Intro to Java,2022B,71
121231113,Calculus 2,2020A,70
311333231,Algorithms,2021B,66
113133232,Linear algebra 2,2020A,69
332221213,Calculus 1,2023B,100
121321212,Algorithms,2021B,63
233323231,Linear algebra 1,2018B,68
111211323,Linear algebra 1,2020A,77
123121312,Calculus 2,2018B,49
111132312,Calculus 2,2021B,57
223133122,Calculus 2,2023B,78
223111122,Linear algebra 1,2020A,77
313211233,Calculus 2,2020A,67
231223333,Algorithms,2021B,56
222331223,Intro to Java,2021B,73
331331331,Algorithms,2018B,76
213213123,Calculus 1,2019A,56
113233132,Calculus 2,2021B,73
111112133,Linear algebra 2,2023B,77
122213212,Linear algebra 2,2020A,60
331311221,Calculus 1,2022B,53
222332131,Linear algebra 2,2019A,88
131313231,Calculus 1,2019A,73
223211322,Intro to Java,2019A,61
212131331,Linear algebra 1,2020A,57
213312233,Intro to Java,2019A,93
311312312,Calculus 2,2023B,84
233332212,Calculus 1,2023B,73
323311312,Linear algebra 2,2022B,89
111123111,Linear algebra 2,2023B,82
211222132,Algorithms,2021B,52
232313132,Linear algebra 1,2020A,88
123311123,Algorithms,2021B,68
111132311,Calculus 2,2022B,57
213233111,Algorithms,2019A,74
131213111,Algorithms,2019A,81
122122232,Algorithms,2018B,84
122122333,Calculus 2,2019A,64
233312112,Calculus 2,2019A,60
123212332,Linear algebra 2,2021B,96
132313313,Calculus 1,2019A,68
231111231,Calculus 1,2019A,55
331312311,Calculus 2,2023B,73
122121221,Intro to Java,2019A,100
123133312,Linear algebra 1,2021B,87
131232122,Calculus 1,2021B,42
211132113,Linear algebra 1,2021B,68
332313323,Algorithms,2022B,63
232131333,Calculus 1,2022B,81
132223313,Calculus 1,2023B,69
231311322,Linear algebra 2,2020A,63
121213312,Algorithms,2021B,72
223211313,Calculus 2,2019A,81
213322112,Algorithms,2023B,76
321312123,Calculus 1,2023B,58
231323123,Linear algebra 2,2021B,60
231322313,Calculus 2,2023B,61
133221212,Algorithms,2022B,68
322333231,Intro to Java,2019A,67
211233231,Algorithms,2021B,57
211133312,Linear algebra 1,2021B,86
322322322,Algorithms,2023B,97
122232322,Calculus 1,2019A,92
333223223,Algorithms,2019A,51
121111222,Algorithms,2018B,70
331113333,Linear algebra 2,2021B,80
333232233,Intro to Java,2023B,65
222321333,Calculus 1,2021B,69
123312311,Calculus 2,2019A,83
321132223,Intro to Java,2020A,70
223321232,Algorithms,2023B,70
122231113,Calculus 2,2023B,60
322333122,Calculus 2,2019A,53
232221131,Calculus 1,2022B,84
321222233,Calculus 2,2020A,81
232313321,Linear algebra 1,2023B,52
111312121,Algorithms,2023B,59
312213323,Linear algebra 2,2019A,49
133132131,Linear algebra 2,2022B,65
131233331,Calculus 2,2021B,86
223221213,Algorithms,2022B,60
213322321,Calculus 2,2020A,77
232333312,Calculus 1,2023B,69
233332122,Calculus 1,2020A,73
223111121,Linear algebra 1,2021B,87
132112313,Linear algebra 1,2020A,75
212112233,Intro to Java,2018B,57
132313132,Linear algebra 2,2021B,69
233112223,Calculus 2,2019A,68
331313333,Calculus 1,2020A,80
122311111,Calculus 2,2020A,75
312322223,Algorithms,2020A,43
231312133,Linear algebra 2,2018B,78
233333222,Intro to Java,2020A,89
223332321,Linear algebra 1,2018B,59
111133132,Calculus 2,2022B,67
131222332,Linear algebra 1,2019A,69
133122331,Linear algebra 1,2021B,65
131122123,Intro to Java,2023B,85
311232322,Linear algebra 1,2021B,66
223212132,Algorithms,2019A,92
213312132,Calculus 2,2023B,84
222221333,Calculus 2,2023B,70
223322223,Calculus 2,2019A,84
313131232,Linear algebra 2,2018B,30
111112311,Linear algebra 1,2018B,82
132331223,Calculus 2,2022B,80
333313313,Calculus 2,2019A,83
322133233,Intro to Java,2023B,77
323322312,Linear algebra 1,2018B,55
212333311,Calculus 1,2019A,79
231123132,Calculus 2,2021B,62
122222332,Linear algebra 1,2022B,44
223312111,Linear algebra 2,2018B,94
322132323,Algorithms,2020A,55
123233321,Linear algebra 1,2023B,48
323221323,Intro to Java,2018B,67
212231232,Calculus 2,2021B,61
323132111,Calculus 1,2023B,72
331321121,Linear algebra 1,2022B,71
122131113,Intro to Java,2022B,60
331231323,Calculus 2,2021B,62
211111131,Calculus 2,2020A,64
312321223,Algorithms,2020A,58
123233231,Linear algebra 2,2023B,59
313113211,Calculus 1,2018B,60
132111223,Linear algebra 2,2021B,84
111223113,Algorithms,2020A,33
231311333,Linear algebra 2,2023B,70
313312311,Algorithms,2020A,63
311133213,Linear algebra 1,2020A,74
222313133,Calculus 1,2023B,85
112331233,Calculus 1,2020A,69
233223212,Linear algebra 2,2020A,74
231332333,Calculus 1,2022B,100
213111131,Linear algebra 2,2019A,89
233131121,Linear algebra 1,2020A,61
112132221,Calculus 1,2018B,78
113211333,Algorithms,2020A,70
323111313,Algorithms,2019A,59
111321311,Algorithms,2023B,70
113212321,Calculus 2,2021B,82
321322123,Algorithms,2020A,69
222133132,Calculus 1,2021B,67
222313333,Linear algebra 2,2019A,54
131321333,Linear algebra 1,2020A,91
121322322,Calculus 1,2021B,58
223212231,Intro to Java,2022B,73
122311113,Algorithms,2018B,88
222223221,Algorithms,2019A,71
232233121,Linear algebra 1,2022B,100
322133312,Linear algebra 1,2021B,64
221321132,Algorithms,2019A,73
332232332,Linear algebra 1,2023B,75
223133121,Calculus 2,2018B,54
121322222,Linear algebra 1,2019A,88
212222222,Calculus 1,2022B,76
312233213,Calculus 1,2022B,91
131232322,Intro to Java,2018B,68
232333211,Linear algebra 2,2020A,45
321211322,Calculus 2,2021B,44
223112211,Intro to Java,2021B,76
131311213,Calculus 2,2023B,61
233323212,Calculus 1,2019A,93
231333332,Calculus 1,2018B,99
233213122,Calculus 2,2023B,57
333332313,Linear algebra 1,2022B,64
112222112,Linear algebra 2,2019A,63
211332212,Linear algebra 2,2022B,48
322132233,Linear algebra 1,2021B,80
113322231,Calculus 1,2023B,88
131312133,Calculus 1,2018B,87
222122221,Linear algebra 2,2018B,75
233123211,Intro to Java,2018B,73
221212211,Calculus 1,2018B,69
211312231,Calculus 1,2021B,92
311232233,Calculus 2,2021B,65
131133212,Calculus 1,2022B,85
232311232,Algorithms,2023B,86
231132232,Algorithms,2021B,54
131233112,Linear algebra 2,2023B,56
113112112,Algorithms,2022B,71
313123223,Intro to Java,2020A,94
311121221,Linear algebra 1,2022B,63
221232322,Linear algebra 1,2018B,64
123113121,Intro to Java,2022B,64
131311111,Calculus 1,2022B,78
321332322,Intro to Java,2019A,75
123211221,Calculus 1,2018B,54
233213111,Algorithms,2022B,70
112312321,Linear algebra 2,2020A,65
322221321,Linear algebra 2,2018B,76
312121222,Linear algebra 1,2018B,63
222233311,Calculus 1,2018B,83
212133132,Intro to Java,2022B,74
231212122,Linear algebra 1,2018B,90
231133211,Calculus 1,2020A,74
332212121,Intro to Java,2019A,52
331322113,Algorithms,2023B,71
132322232,Intro to Java,2019A,61
113113122,Calculus 2,2019A,83
131123223,Linear algebra 1,2023B,78
122133112,Algorithms,2023B,83
132231221,Calculus 1,2022B,100
322322311,Linear algebra 1,2020A,80
112223323,Calculus 2,2020A,53
133231312,Algorithms,2020A,69
231231212,Linear algebra 2,2020A,81
211231313,Linear algebra 1,2022B,94
123122213,Intro to Java,2023B,66
131123112,Calculus 1,2022B,44
311322332,Algorithms,2019A,58
131222113,Intro to Java,2018B,57
322132212,Algorithms,2018B,90
112232223,Intro to Java,2018B,63
311221131,Linear algebra 2,2018B,83
333131332,Intro to Java,2020A,54
233231121,Linear algebra 2,2021B,61
111131332,Intro to Java,2020A,53
233131113,Calculus 2,2019A,37
233211231,Calculus 2,2018B,82
122132212,Calculus 1,2022B,67
222111113,Linear algebra 1,2021B,71
322221222,Calculus 2,2019A,77
322211133,Linear algebra 1,2023B,64
233113233,Linear algebra 2,2020A,70
212323323,Calculus 2,2019A,80
121321121,Linear algebra 2,2021B,60
121222133,Linear algebra 2,2023B,52
133312213,Calculus 2,2023B,92
312323332,Linear algebra 2,2018B,32
232212132,Linear algebra 2,2022B,73
122111131,Calculus 2,2021B,82
233133323,Calculus 2,2021B,47
321122132,Linear algebra 1,2021B,74
232312112,Calculus 2,2021B,79
333211111,Linear algebra 2,2022B,63
222133112,Linear algebra 1,2020A,44
313222331,Algorithms,2020A,74
131312321,Calculus 1,2020A,53
333213133,Algorithms,2019A,63
131223213,Algorithms,2022B,54
211321123,Linear algebra 1,2019A,51
221333231,Calculus 2,2023B,92
123333112,Algorithms,2020A,100
122222322,Linear algebra 2,2018B,52
231132132,Linear algebra 1,2020A,53
323221312,Linear algebra 2,2020A,84
331222133,Linear algebra 2,2021B,86
323232332,Linear algebra 1,2021B,67
122131221,Linear algebra 2,2022B,61
223223132,Calculus 1,2018B,73
311111313,Algorithms,2018B,71
222331232,Calculus 1,2023B,58
332313312,Algorithms,2018B,51
211111112,Linear algebra 1,2018B,58
313322333,Intro to Java,2021B,70
211313333,Linear algebra 1,2020A,86
223211312,Linear algebra 2,2022B,96
222123113,Algorithms,2023B,90
123232111,Linear algebra 1,2022B,78
121231122,Linear algebra 2,2023B,62
231233133,Calculus 2,2021B,92
123331113,Linear algebra 1,2022B,74
233122212,Intro to Java,2021B,58
332322322,Calculus 1,2021B,48
112331322,Linear algebra 2,2022B,89
212231213,Linear algebra 1,2018B,61
333211322,Algorithms,2019A,66
212321232,Calculus 1,2020A,69
323312123,Calculus 2,2019A,61
333232331,Algorithms,2019A,74
123121231,Intro to Java,2020A,57
131113333,Calculus 2,2020A,87
132212323,Intro to Java,2022B,63
132123313,Algorithms,2019A,84
332123133,Linear algebra 1,2023B,39
132222321,Linear algebra 2,2022B,60
132212112,Algorithms,2021B,69
112331121,Linear algebra 1,2019A,66
221113312,Calculus 2,2020A,89
331332311,Calculus 2,2021B,56
212223211,Linear algebra 2,2023B,70
221132233,Calculus 1,2022B,75
112231311,Linear algebra 1,2023B,71
113221112,Linear algebra 1,2020A,61
213312222,Algorithms,2020A,68
312122232,Linear algebra 1,2022B,78
111333222,Linear algebra 2,2021B,62
132231333,Intro to Java,2019A,65
213123312,Linear algebra 1,2023B,81
112123331,Calculus 1,2018B,58
312222331,Linear algebra 2,2020A,60
232333121,Algorithms,2021B,52
321222131,Algorithms,2023B,45
231332121,Linear algebra 2,2020A,89
321212112,Calculus 2,2020A,51
322212112,Linear algebra 2,2021B,60
212121123,Algorithms,2019A,58
333223133,Algorithms,2021B,80
113222112,Linear algebra 1,2019A,36
311112113,Calculus 1,2019A,100
113211222,Linear algebra 2,2022B,64
331211133,Calculus 2,2022B,53
233123233,Linear algebra 2,2023B,63
333332323,Linear algebra 2,2020A,48
233321231,Calculus 1,2023B,74
111212122,Algorithms,2023B,67
111313121,Algorithms,2018B,80
123333111,Algorithms,2021B,71
322131312,Calculus 1,2022B,65
332231231,Intro to Java,2023B,81
221232223,Calculus 1,2023B,89
232123131,Intro to Java,2023B,66
212321321,Calculus 2,2021B,38
131131111,Calculus 1,2021B,71
132322212,Calculus 2,2023B,63
211311123,Algorithms,2021B,55
313331112,Calculus 1,2018B,65
322332332,Calculus 2,2020A,99
232111111,Linear algebra 1,2018B,76
223313121,Intro to Java,2023B,59
222333232,Calculus 2,2023B,60
113122223,Linear algebra 2,2018B,92
123311213,Linear algebra 2,2020A,78
333323222,Calculus 1,2022B,43
312323133,Linear algebra 2,2018B,63
233233311,Linear algebra 2,2023B,79
333131121,Calculus 2,2022B,37
212323223,Intro to Java,2018B,61
122211231,Calculus 1,2019A,55
331311212,Calculus 1,2019A,62
211213211,Linear algebra 2,2018B,88
121131111,Algorithms,2018B,56
122332112,Linear algebra 1,2022B,82
211112212,Calculus 2,2018B,55
122331312,Intro to Java,2021B,39
232213111,Intro to Java,2019A,63
311333212,Calculus 2,2021B,49
113332123,Calculus 1,2018B,77
331333111,Linear algebra 1,2020A,90
311113222,Intro to Java,2020A,76
311222112,Linear algebra 2,2021B,64
131333212,Linear algebra 1,2021B,55
233211132,Linear algebra 2,2023B,89
212333233,Intro to Java,2018B,86
221333212,Linear algebra 2,2018B,78
231212213,Calculus 2,2021B,61
112332211,Linear algebra 2,2021B,74
312223223,Intro to Java,2022B,76
332231321,Linear algebra 1,2020A,60
112211212,Algorithms,2022B,57
232331112,Linear algebra 2,2018B,70
223231213,Linear algebra 1,2020A,55
123311111,Intro to Java,2023B,53
113122222,Linear algebra 1,2022B,76
333123131,Algorithms,2019A,96
322123221,Linear algebra 1,2020A,70
223223212,Algorithms,2023B,69
122312331,Calculus 1,2022B,88
113311222,Linear algebra 1,2018B,75
321232122,Algorithms,2022B,68
313333321,Linear algebra 2,2018B,67
213223312,Algorithms,2019A,67
213323112,Algorithms,2018B,74
223333231,Calculus 1,2020A,70
221132131,Algorithms,2021B,93
113331332,Algorithms,2021B,68
211232333,Algorithms,2021B,70
122313232,Calculus 1,2021B,85
112131311,Intro to Java,2018B,71
132133133,Calculus 2,2023B,79
222121332,Calculus 1,2018B,81
131121312,Algorithms,2023B,51
111233131,Linear algebra 1,2022B,64
132312113,Linear algebra 1,2019A,59
232131222,Calculus 2,2022B,89
313312211,Algorithms,2021B,63
213213223,Linear algebra 2,2023B,61
121122333,Calculus 2,2020A,67
113332323,Calculus 1,2020A,79
322122221,Algorithms,2022B,61
132213222,Linear algebra 2,2022B,70
223221223,Linear algebra 2,2020A,62
331111332,Calculus 2,2022B,80
111213311,Algorithms,2022B,80
331111213,Calculus 1,2021B,79
322123123,Linear algebra 2,2019A,86
321231213,Algorithms,2021B,67
123121113,Intro to Java,2021B,85
212313322,Intro to Java,2018B,65
312131322,Linear algebra 1,2022B,73
222123231,Linear algebra 1,2020A,84
323333113,Linear algebra 1,2022B,60
131322331,Intro to Java,2023B,75
321133213,Calculus 1,2018B,100
322232321,Calculus 2,2020A,92
333133123,Intro to Java,2023B,89
213113111,Algorithms,2023B,56
233333133,Intro to Java,2019A,78
112221111,Linear algebra 2,2022B,37
133232131,Algorithms,2021B,61
321323212,Algorithms,2023B,71
322211223,Calculus 2,2019A,80
331322131,Algorithms,2023B,69
233211322,Linear algebra 1,2022B,60
113212232,Algorithms,2018B,56
232232133,Linear algebra 1,2018B,64
311232331,Algorithms,2022B,79
322231121,Algorithms,2019A,66
231322323,Calculus 1,2022B,42
321222213,Linear algebra 2,2021B,83
221322221,Calculus 2,2022B,60
333112112,Calculus 2,2023B,61
221313113,Calculus 2,2018B,64
123111332,Intro to Java,2022B,68
313323132,Intro to Java,2023B,56
132213132,Intro to Java,2018B,86
132132232,Linear algebra 1,2020A,53
121232331,Calculus 2,2018B,67
223131113,Calculus 1,2018B,61
233212222,Algorithms,2022B,92
213133131,Calculus 1,2023B,64
211222233,Linear algebra 2,2023B,65
311132323,Intro to Java,2021B,42
323322232,Calculus 2,2022B,39
232222213,Linear algebra 2,2020A,66
212123233,Linear algebra 2,2020A,53
321132312,Calculus 1,2022B,92
312331122,Algorithms,2023B,91
132133312,Intro to Java,2022B,51
121322223,Algorithms,2018B,77
222123323,Intro to Java,2022B,63
233222112,Intro to Java,2023B,97
223231231,Linear algebra 1,2019A,56
332131132,Linear algebra 2,2022B,62
131331121,Intro to Java,2022B,81
322232121,Algorithms,2020A,43
223133331,Intro to Java,2019A,70
211131323,Linear algebra 1,2018B,62
131133312,Linear algebra 1,2020A,100
232321333,Linear algebra 1,2021B,60
123331323,Calculus 1,2019A,80
131132211,Linear algebra 1,2019A,72
112211112,Calculus 2,2022B,57
133232331,Calculus 2,2020A,54
112322122,Algorithms,2020A,49
333223112,Linear algebra 1,2022B,68
133231212,Algorithms,2023B,87
231331211,Calculus 2,2022B,62
132333131,Linear algebra 2,2018B,80
213322123,Linear algebra 2,2020A,67
312331222,Linear algebra 1,2020A,77
221113211,Linear algebra 1,2020A,77
233311213,Linear algebra 1,2021B,52
233312231,Calculus 1,2023B,67
232231313,Calculus 1,2019A,50
121233132,Algorithms,2019A,80
211121323,Linear algebra 1,2021B,57
113113322,Algorithms,2022B,100
133323133,Calculus 1,2019A,75
232222333,Intro to Java,2019A,57
311223332,Linear algebra 1,2018B,45
222322123,Calculus 2,2023B,60
311133322,Linear algebra 2,2022B,57
113211311,Algorithms,2019A,77
131232113,Intro to Java,2020A,86
222311132,Linear algebra 2,2022B,70
123123333,Algorithms,2023B,64
113113333,Linear algebra 1,2022B,32
133133332,Calculus 2,2021B,73
213321213,Linear algebra 2,2019A,59
331122213,Intro to Java,2019A,58
223223211,Calculus 2,2021B,73
323122311,Linear algebra 2,2023B,70
121323233,Linear algebra 1,2018B,57
311133123,Linear algebra 2,2020A,53
333332212,Calculus 1,2018B,80
322312312,Calculus 1,2021B,58
232122123,Linear algebra 2,2020A,66
232333332,Algorithms,2018B,43
323112332,Calculus 2,2022B,68
331123112,Intro to Java,2019A,64
333231333,Calculus 1,2019A,60
333222123,Linear algebra 2,2021B,54
231111313,Calculus 1,2021B,77
321123322,Intro to Java,2020A,78
332122233,Calculus 2,2023B,63
113231212,Linear algebra 1,2020A,92
213333311,Calculus 1,2018B,61
231311133,Linear algebra 1,2021B,62
313322122,Algorithms,2022B,76
231133221,Linear algebra 1,2021B,54
323322231,Algorithms,2021B,62
313323133,Linear algebra 1,2023B,47
111232233,Algorithms,2018B,69
311312222,Calculus 1,2023B,64
332311232,Linear algebra 1,2020A,69
213133113,Calculus 2,2018B,62
213111332,Linear algebra 1,2022B,70
121112312,Linear algebra 2,2021B,80
332222233,Linear algebra 2,2019A,100
211122223,Intro to Java,2019A,55
223333122,Calculus 1,2018B,67
312122331,Linear algebra 1,2018B,63
313333232,Calculus 2,2023B,62
133232333,Calculus 1,2023B,98
131232111,Intro to Java,2021B,79
123322132,Algorithms,2019A,45
133112212,Algorithms,2022B,90
322211313,Linear algebra 2,2018B,45
221312223,Linear algebra 2,2023B,69
233313133,Calculus 2,2021B,75
131323222,Calculus 2,2021B,74
122213132,Calculus 1,2018B,62
322323133,Linear algebra 2,2021B,49
331312112,Algorithms,2018B,70
122332213,Algorithms,2023B,54
231222211,Linear algebra 2,2020A,76
322333313,Algorithms,2022B,67
111211132,Linear algebra 1,2019A,76
131213333,Calculus 1,2020A,62
312131312,Intro to Java,2020A,63
313132111,Linear algebra 1,2022B,70
112233231,Algorithms,2022B,61
313313333,Linear algebra 1,2018B,78
313122232,Calculus 2,2023B,78
132112111,Calculus 1,2019A,55
221311111,Linear algebra 1,2021B,73
322322122,Calculus 1,2020A,78
213231211,Linear algebra 2,2019A,59
122111122,Linear algebra 1,2022B,42
123323313,Linear algebra 2,2019A,58
233132313,Linear algebra 2,2019A,88
222113211,Calculus 2,2023B,52
312211331,Linear algebra 2,2019A,62
111222221,Intro to Java,2019A,71
111121122,Intro to Java,2020A,49
113322312,Calculus 2,2022B,49
323122232,Linear algebra 2,2018B,59
131232231,Linear algebra 1,2021B,98
132123233,Calculus 1,2021B,64
213222223,Calculus 2,2023B,83
112323333,Intro to Java,2019A,59
123311133,Calculus 2,2021B,72
213112333,Linear algebra 2,2022B,83
321222122,Calculus 2,2020A,78
312213213,Algorithms,2020A,80
211233311,Algorithms,2020A,80
113333333,Intro to Java,2022B,87
311223122,Linear algebra 2,2022B,51
222313212,Intro to Java,2019A,70
312133232,Algorithms,2021B,47
133322313,Calculus 1,2020A,80
232132322,Linear algebra 2,2019A,71
312133131,Calculus 1,2018B,77
213312313,Calculus 2,2020A,59
222312112,Intro to Java,2023B,74
111332313,Calculus 1,2023B,58
123221112,Linear algebra 2,2020A,73
232211123,Linear algebra 1,2023B,70
211232132,Linear algebra 2,2019A,48
233212121,Intro to Java,2023B,85
113231123,Intro to Java,2022B,78
133333122,Linear algebra 2,2020A,57
123313312,Linear algebra 2,2018B,52
333233232,Calculus 1,2023B,44
132132332,Intro to Java,2020A,76
211311121,Linear algebra 1,2021B,57
131121331,Calculus 1,2021B,76
223132313,Calculus 1,2021B,43
131223333,Calculus 2,2022B,68
322231333,Algorithms,2020A,46
131311133,Linear algebra 2,2020A,77
223233132,Intro to Java,2020A,69
333211133,Linear algebra 2,2021B,44
321122312,Algorithms,2022B,68
232331132,Intro to Java,2021B,94
331233112,Linear algebra 1,2020A,44
311332111,Calculus 2,2022B,94
212231112,Algorithms,2022B,52
212223131,Intro to Java,2019A,80
333233112,Linear algebra 1,2018B,77
